"t","inc05","prev","LLIN","sleeping_scenario"
2536,0.000112285934460627,0.0834711410916406,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2537,0.000104870651452668,0.0831305749373857,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2538,9.77712552698612e-05,0.0827818073320677,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2539,9.09871801002732e-05,0.0824253188415496,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2540,8.45169872547077e-05,0.082061586130904,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2541,7.83583942152351e-05,0.0816910809096763,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2542,7.2508304574847e-05,0.0813142689102083,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2543,6.69628428742675e-05,0.0809316089018327,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2544,6.17173903455317e-05,0.0805435517449743,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2545,5.67666245866065e-05,0.0801505394886185,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2546,5.21045596855687e-05,0.0797530045136094,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2547,4.77245890648949e-05,0.079351368724567,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2548,4.36195299560245e-05,0.0789460427938166,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2549,3.9781668811397e-05,0.0785374254593226,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2550,3.620280800584e-05,0.0781259028783152,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2551,3.28743131878247e-05,0.0777118480390769,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2552,2.9787161465883e-05,0.077295620232452,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2553,2.69319893696393e-05,0.0768775645834599,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2554,2.42991412968547e-05,0.0764580116449594,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2555,2.18787175848704e-05,0.0760372770530704,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2556,1.96606213756045e-05,0.07561566124496,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2557,1.76346060480509e-05,0.0751934492386466,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2558,1.57903202093595e-05,0.0747709104747348,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2559,1.41173540944248e-05,0.0743482987191187,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2560,1.26052806204902e-05,0.0739258520262704,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2561,1.12437012070129e-05,0.0735037927616331,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2562,1.0022287508277e-05,0.0730823276854597,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2563,8.93082284413051e-06,0.0726616480953101,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2564,7.95924481537037e-06,0.0722419300282997,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2565,7.09768708667956e-06,0.0718233345242123,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2566,6.33652103358492e-06,0.0714060079497016,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2567,5.666396209154e-06,0.070990082382267,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2568,5.07827863182889e-06,0.0705756760531645,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2569,4.5634863150886e-06,0.0701628938453827,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2570,4.1137205895063e-06,0.0697518278415102,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2571,3.72108977192232e-06,0.0693425579150283,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2572,3.37812959347241e-06,0.0689351523532504,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2573,3.07781668262509e-06,0.0685296685103544,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2574,2.8135724603798e-06,0.0681261534711717,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2575,2.57926445751533e-06,0.0677246447221202,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2576,2.36919922374948e-06,0.0673251708194862,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2577,2.17811185170476e-06,0.0669277520453483,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2578,2.00114871426136e-06,0.0665324010452275,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2579,1.83443872250775e-06,0.0661391236490431,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2580,1.67765925469457e-06,0.0657479223106898,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2581,1.53222999213997e-06,0.0653588007242158,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2582,1.39912145284634e-06,0.064971764444921,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2583,1.27863081864699e-06,0.0645868199532422,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2584,1.17054188871468e-06,0.064203973762472,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2585,1.07429267749693e-06,0.0638232317834486,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2586,9.89110116946792e-07,0.0634445989140626,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2587,9.14106316403522e-07,0.0630680788007934,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2588,8.48349539790885e-07,0.0626936737251289,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2589,7.90908668513522e-07,0.0623213845754992,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2590,7.40886862169389e-07,0.0619512108771579,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2591,6.97436719310079e-07,0.0615831508585028,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2592,6.5977748286351e-07,0.061217201542786,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2593,6.27195974390967e-07,0.0608533588515858,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2594,5.99047164394185e-07,0.060491617711074,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2595,5.74756743910361e-07,0.0601319721590786,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2596,5.53812625523901e-07,0.0597744154479684,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2597,5.35761729373835e-07,0.0594189401402904,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2598,5.20208999331457e-07,0.0590655381990715,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2599,5.06808085966917e-07,0.058714201069899,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2600,4.95255433387175e-07,0.0583649197519827,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2601,4.8528838095013e-07,0.0580176848674029,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2602,4.76680846262274e-07,0.0576724867176386,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2603,4.69236271868622e-07,0.0573293153350639,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2604,4.62784299070035e-07,0.0569881605290334,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2605,4.57179836922915e-07,0.0566490119250176,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2606,4.52298409568096e-07,0.0563118590006008,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2607,4.48032673579521e-07,0.0559766911151851,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2608,4.44289284485021e-07,0.0556434975342462,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2609,4.40991519207773e-07,0.055312267454815,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2610,4.38072165554216e-07,0.0549829900224549,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2611,4.35471036764513e-07,0.0546556543465259,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2612,4.33145516646443e-07,0.0543302495215208,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2613,4.31049322488179e-07,0.0540067646345734,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2614,4.29145674150388e-07,0.0536851887701658,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2615,4.27407206841846e-07,0.0533655110251371,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2616,4.25807511929929e-07,0.0530477205197851,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2617,4.24352592367284e-07,0.0527318064101926,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2618,4.25464744497507e-07,0.0524177590343042,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2619,4.38163564161372e-07,0.05210557791622,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2620,4.72072482369456e-07,0.051795278008239,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2621,5.34498836306196e-07,0.0514868875040752,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2622,6.31213456343484e-07,0.051180444633404,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2623,7.67456010280157e-07,0.0508759961121638,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2624,9.48413930510069e-07,0.0505735967175556,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2625,1.17912478706034e-06,0.0502733091519609,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2626,1.46409771468692e-06,0.0499752035615829,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2627,1.80693902564995e-06,0.049679356298432,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2628,2.20999392206586e-06,0.0493858482726989,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2629,2.67418486160611e-06,0.0490947627590474,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2630,3.19898329524721e-06,0.0488061830794036,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2631,3.78248907169288e-06,0.0485201903711505,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2632,4.42161618592775e-06,0.0482368615579882,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2633,5.11230270737705e-06,0.0479562676311407,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2634,5.84972927164523e-06,0.0476784722818983,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2635,6.62852023623908e-06,0.047403530869889,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2636,7.44292041096249e-06,0.0471314896927198,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2637,8.28693789676369e-06,0.0468623855172444,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2638,9.15445301307376e-06,0.0465962453116066,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2639,1.00393115068257e-05,0.046333086139244,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2640,1.09353837791509e-05,0.0460729151721443,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2641,1.18365977940216e-05,0.0458157297864123,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2642,1.27369724294884e-05,0.0455615177130962,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2643,1.36306449699373e-05,0.0453102572321238,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2644,1.45118643571313e-05,0.0450619173887237,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2645,1.53750082308658e-05,0.0448164582192654,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2646,1.62145882952874e-05,0.0445738309952609,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2647,1.70252420368035e-05,0.0443339784660529,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2648,1.78017498932294e-05,0.0440968351108077,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2649,1.85390272213016e-05,0.0438623273953568,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2650,1.92321366041376e-05,0.043630374039428,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2651,1.98762934638973e-05,0.0434008862877506,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2652,2.04668683301188e-05,0.0431737681992658,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2653,2.0999405399666e-05,0.0429489169467678,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2654,2.14696282795159e-05,0.0427262231321345,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2655,2.18734523782233e-05,0.0425055711234835,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2656,2.22070010805091e-05,0.0422868394109247,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2657,2.24666198084942e-05,0.0420699009825073,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2658,2.26488873930869e-05,0.0418546237218342,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2659,2.27506306131504e-05,0.0416408708251787,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2660,2.27689375055212e-05,0.0414285012384815,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2661,2.27011696178917e-05,0.0412173701126123,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2662,2.25449729136946e-05,0.0410073292745304,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2663,2.22982869007498e-05,0.0407982277124323,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2664,2.19593511952477e-05,0.0405899120705639,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2665,2.15267086139242e-05,0.0403822271490719,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2666,2.09992031695242e-05,0.0401750164020711,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2667,2.0375971036988e-05,0.0399681224243487,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2668,1.96564218981375e-05,0.0397613874125907,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2669,1.88401983762222e-05,0.0395546535779167,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2670,1.79271044414918e-05,0.0393477634684244,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2671,1.69169566059131e-05,0.0391405601202088,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2672,1.58092287677087e-05,0.0389328868355717,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2673,1.46080973751064e-05,0.038724588160766,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2674,1.33521409290692e-05,0.0385155410653093,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2675,1.20935312615105e-05,0.0383057020066964,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2676,1.08723549452601e-05,0.0380951029734511,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2677,9.7152079729419e-06,0.0378838293496646,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2678,8.63808365184486e-06,0.0376720002402859,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2679,7.64921411815645e-06,0.0374597536249024,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2680,6.75132417949166e-06,0.0372472356535083,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2681,5.94334013102574e-06,0.0370345931527544,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2682,5.22166386542634e-06,0.0368219685399884,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2683,4.58111228509749e-06,0.0366094965301336,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2684,4.01560162049212e-06,0.0363973021567473,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2685,3.51863456960662e-06,0.0361854997416011,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2686,3.08364497776254e-06,0.0359741925377891,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2687,2.70422894490649e-06,0.0357634728405818,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2688,2.37429815576319e-06,0.0355534224087391,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2689,2.08817131539059e-06,0.0353441130836327,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2690,1.84062304823923e-06,0.0351356075217214,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2691,1.62690279924823e-06,0.0349279599812688,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2692,1.44273188205082e-06,0.0347212171201824,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2693,1.28428629461245e-06,0.0345154187764794,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2694,1.14817129159062e-06,0.0343105987121046,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2695,1.03138962178277e-06,0.0341067853084331,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2696,9.31307112023392e-07,0.0339040022084839,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2697,8.4561987174975e-07,0.033702268899561,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2698,7.72317634096057e-07,0.0335016012403668,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2699,7.09654686912719e-07,0.0333020119312264,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2700,6.56117355455139e-07,0.0331035109351965,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2701,6.10396867672402e-07,0.032906105846554,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2702,5.7136501572921e-07,0.0327098022172168,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2703,5.3804793227475e-07,0.0325146038409036,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2704,5.09610681657033e-07,0.0323205130019507,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2705,4.85336317440511e-07,0.0321275306930639,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2706,4.64607890102988e-07,0.0319356568017958,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2707,4.46899735392019e-07,0.0317448902737203,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2708,4.31761579221873e-07,0.0315552292504555,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2709,4.18807073797184e-07,0.0313666711955344,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2710,4.07706371040774e-07,0.0311792129909051,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2711,3.9817990224798e-07,0.0309928510306973,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2712,3.89992308908483e-07,0.0308075813036118,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2713,3.82966965654226e-07,0.030623399448036,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2714,3.82174460657127e-07,0.0304403033735133,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2715,4.07210270930189e-07,0.0302583115608335,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2716,4.79237882846358e-07,0.0300774774125613,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2717,6.17455467248746e-07,0.029897886575811,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2718,8.44423820305336e-07,0.0297196576062057,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2719,1.19170734052929e-06,0.0295429521051894,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2720,1.70375535680908e-06,0.029367992662855,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2721,2.43976964167427e-06,0.0291950855149582,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2722,3.47394463955254e-06,0.0290246446028449,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2723,4.89286447274398e-06,0.0288572139652702,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2724,6.79051651697085e-06,0.0286934837097117,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2725,9.26062241637538e-06,0.0285342954268655,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2726,1.23876761413624e-05,0.0283806336611835,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2727,1.6238860746464e-05,0.0282336031174211,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2728,2.08587931862114e-05,0.0280943947101155,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2729,2.62680810893637e-05,0.0279642461194287,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2730,3.24652397125978e-05,0.0278444029093584,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2731,3.94308172095778e-05,0.0277360848716394,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2732,4.71323848876451e-05,0.0276404600901744,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2733,5.55293481214882e-05,0.0275586272237853,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2734,6.45770474909321e-05,0.0274916052225266,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2735,7.42298584382088e-05,0.027440329006368,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2736,8.44433929400258e-05,0.0274056495664153,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2737,9.51759427679008e-05,0.027388337087544,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2738,0.000106389223613011,0.0273890858776433,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2739,0.000118048757431292,0.0274085202212078,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2740,0.000130123808962598,0.0274472005017448,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2741,0.000142587136638395,0.0275056291197301,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2742,0.000155414648542274,0.0275842559147946,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2743,0.000168585013170166,0.0276834829906669,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2744,0.00018207915994488,0.0278036688210315,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2745,0.000195879848256263,0.0279451316520871,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2746,0.000209971288013159,0.028108152238472,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2747,0.000224338758667364,0.0282929759701003,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2748,0.000238968243864316,0.0284998144510237,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2749,0.000253846213601394,0.0287288466356907,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2750,0.000268959431855111,0.028980219635011,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2751,0.000284294795366747,0.0292540492858021,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2752,0.000299839278884898,0.0295504206309215,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2753,0.000315579884035266,0.0298693883564476,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2754,0.000331503719776487,0.0302109772008156,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2755,0.000347598038935794,0.030575182579265,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2756,0.000363850435194907,0.0309619714262384,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2757,0.000380249162214831,0.0313712834707357,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2758,0.000396783521534093,0.0318030330850453,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2759,0.000413444294761599,0.0322571117887611,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2760,0.000430224264324888,0.0327333914971953,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2761,0.00044711870782649,0.0332317285582676,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2762,0.000464125801361409,0.033751968424068,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2763,0.000481246969040475,0.0342939508473838,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2764,0.000498487010372674,0.0348575153726714,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2765,0.000515854178400678,0.0354425068080382,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2766,0.000533360120740872,0.0360487806092272,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2767,0.000551019655900043,0.0366762079056485,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2768,0.000568850323789071,0.0373246798324194,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2769,0.000586872134000914,0.037994111250996,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2770,0.000605107202791982,0.0386844438045148,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2771,0.000623579341832276,0.0393956482659588,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2772,0.000642313529812917,0.0401277261169471,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2773,0.000661335662984811,0.0408807104144179,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2774,0.00068067208483202,0.0416546660125936,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2775,0.000700349158324275,0.0424496891240264,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2776,0.00072039306632897,0.0432659063141831,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2777,0.000740829294450353,0.0441034729664143,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2778,0.00076168239395085,0.0449625711829829,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2779,0.000782975668756808,0.0458434072872369,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2780,0.000804730781882681,0.0467462088421348,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2781,0.000826967610316563,0.0476712213134383,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2782,0.000849703800943484,0.0486187043852069,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2783,0.000872954656250881,0.0495889279205906,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2784,0.000896732754832976,0.0505821676966567,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2785,0.000921047770995522,0.0515987008207391,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2786,0.000945906246491108,0.0526388010044914,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2787,0.000971311332860573,0.0537027336121181,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2788,0.000997262712994039,0.05479075065138,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2789,0.00102375628347469,0.0559030856340523,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2790,0.00105078422093896,0.057039948455308,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2791,0.00107833464304243,0.0582015202664812,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2792,0.00110639180646757,0.0593879484727179,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2793,0.00113493579866643,0.060599341822152,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2794,0.00116394281148087,0.0618357657553848,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2795,0.00119338497184902,0.0630972379524379,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2796,0.00122323060766407,0.0643837242681463,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2797,0.0012534442951636,0.065695134995704,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2798,0.00128398709964247,0.0670313216256497,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2799,0.00131481679501131,0.0683920740387355,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2800,0.0013458881207441,0.0697771182773158,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2801,0.00137715311537821,0.0711861148160995,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2802,0.00140856135767501,0.07261865744671,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2803,0.00144006043383947,0.0740742726844661,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2804,0.00147159605658216,0.0755524197644571,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2805,0.00150311268345168,0.0770524911439968,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2806,0.00153455352126134,0.0785738135097453,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2807,0.00156586111762093,0.0801156492607646,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2808,0.0015969774817662,0.0816771983649335,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2809,0.00162784436425278,0.0832576006394658,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2810,0.00165840365974725,0.0848559382757686,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2811,0.00168859734172253,0.0864712386860946,"Pyrethroid-only","Observed data (100%) on population in bed at night"
2812,0.00171836799653607,0.0881024775238978,"Pyrethroid-only","Observed data (100%) on population in bed at night"
